first_key,version,region,season,vertical,click-through-event,first_dropped,impression
540523e18dcaa9777a6e866684ed3362,7090a23183890ffea98a,Americas,Winter,Food & Drinks,1240031.0,117891.0,11537521.0
541a2ef90508b93e0b3060facca49f25,975acd09cbef12846cd1,Asia,Spring,Uncategorized,118.0,600.0,2004.0
541a2ef90508b93e0b3060facca49f25,975acd09cbef12846cd1,Asia,Summer,Uncategorized,0.0,2.0,3.0
541a2ef90508b93e0b3060facca49f25,975acd09cbef12846cd1,Asia,Winter,Uncategorized,98.0,573.0,2809.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Americas,Autumn,Uncategorized,33244.0,9600.0,306285.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Americas,Summer,Uncategorized,2.0,0.0,4.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Uncategorized,Autumn,Uncategorized,62412.0,22884.0,536073.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Uncategorized,Hiver,Uncategorized,0.0,0.0,11.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Uncategorized,Summer,Uncategorized,0.0,0.0,2.0
5451488b1c6ee3840e3c09997143c78b,80979a433eda91ef3df8,Uncategorized,Winter,Uncategorized,6.0,1.0,49.0
5463206adc254661f1cb0946870ebbb1,96b27674e37f101fc583,Asia,Autumn,Uncategorized,11.0,148.0,467.0
5463206adc254661f1cb0946870ebbb1,96b27674e37f101fc583,Asia,Hiver,Uncategorized,0.0,3.0,10.0
5463206adc254661f1cb0946870ebbb1,96b27674e37f101fc583,Asia,Winter,Uncategorized,12.0,107.0,226.0
5489bef043328b1682f4fb3eec889069,e2c403cf136cf327dc06,Europe,Winter,Food & Drinks,169.0,741.0,18108.0
54cc93ddc4d09bff21e975192dcd4992,d07e63344e32a108cc06,Africa,Autumn,Uncategorized,5822.0,45322.0,164311.0
54cc93ddc4d09bff21e975192dcd4992,d07e63344e32a108cc06,Africa,Summer,Uncategorized,88.0,696.0,3520.0
555e9b024405f17e028a6f284cb54ce5,18d3325648cab7212f9b,Asia,Autumn,Uncategorized,10.0,459.0,7970.0
555e9b024405f17e028a6f284cb54ce5,18d3325648cab7212f9b,Asia,Summer,Uncategorized,3.0,94.0,1580.0
555e9b024405f17e028a6f284cb54ce5,9ab75dff65c66b6fa678,Asia,Autumn,Uncategorized,36.0,2407.0,12951.0
555e9b024405f17e028a6f284cb54ce5,d1f940fb2ab5f6e346be,Asia,Autumn,Uncategorized,3373.0,8083.0,36545.0
555e9b024405f17e028a6f284cb54ce5,d1f940fb2ab5f6e346be,Asia,Summer,Uncategorized,0.0,2.0,2.0
5612f9f118a871706651f3b1ac952005,d4e3ba955682f3325563,Europe,Autumn,Games,1934.0,16629.0,188224.0
5612f9f118a871706651f3b1ac952005,d4e3ba955682f3325563,Uncategorized,Autumn,Uncategorized,766.0,5512.0,53874.0
565f1030865cced740a3a4e1bf9bf75f,50bbae6dcaa60cee655d,Europe,Autumn,Fashion,0.0,5966.0,16422.0
565f1030865cced740a3a4e1bf9bf75f,50bbae6dcaa60cee655d,Europe,Summer,Fashion,0.0,980.0,2653.0
56833a4ad7e0f3e35dfe2f261b7effe9,c80266263e7035dd572d,Uncategorized,Spring,"Beauty, Fitness & Health",33251.0,260155.0,6028221.0
56833a4ad7e0f3e35dfe2f261b7effe9,c80266263e7035dd572d,Uncategorized,Spring,Uncategorized,23.0,25.0,134.0
56833a4ad7e0f3e35dfe2f261b7effe9,c80266263e7035dd572d,Uncategorized,Summer,"Beauty, Fitness & Health",1362.0,10745.0,386111.0
56833a4ad7e0f3e35dfe2f261b7effe9,c80266263e7035dd572d,Uncategorized,Summer,Uncategorized,0.0,1.0,77.0
56c1e69d98f0ef638e5461153da6fac0,0481c4d02ff5b6723e8f,Asia,Spring,Uncategorized,38.0,1518.0,22378.0
56c1e69d98f0ef638e5461153da6fac0,0481c4d02ff5b6723e8f,Uncategorized,Spring,Parenting & Family,15.0,668.0,3243.0
56c1e69d98f0ef638e5461153da6fac0,0481c4d02ff5b6723e8f,Uncategorized,Spring,Uncategorized,1.0,1.0,81.0
56c1e69d98f0ef638e5461153da6fac0,0481c4d02ff5b6723e8f,Uncategorized,Summer,Uncategorized,0.0,0.0,17.0
56c1e69d98f0ef638e5461153da6fac0,467c00e932741d9ebca1,Asia,Spring,Uncategorized,4.0,230.0,24857.0
56c1e69d98f0ef638e5461153da6fac0,467c00e932741d9ebca1,Asia,Winter,Uncategorized,13.0,495.0,27075.0
56c1e69d98f0ef638e5461153da6fac0,467c00e932741d9ebca1,Uncategorized,Spring,Uncategorized,1.0,1.0,96.0
56c1e69d98f0ef638e5461153da6fac0,467c00e932741d9ebca1,Uncategorized,Summer,Uncategorized,0.0,0.0,72.0
56c1e69d98f0ef638e5461153da6fac0,467c00e932741d9ebca1,Uncategorized,Winter,Uncategorized,3.0,3.0,12.0
57778921bf75a7414e10f8257aae165d,9e30cb67d52955cf8ae6,Uncategorized,Spring,Autos,329.0,1070.0,2599.0
57778921bf75a7414e10f8257aae165d,9e30cb67d52955cf8ae6,Uncategorized,Spring,Uncategorized,0.0,19.0,23.0
57778921bf75a7414e10f8257aae165d,9e30cb67d52955cf8ae6,Uncategorized,Summer,Autos,425.0,1416.0,4283.0
57778921bf75a7414e10f8257aae165d,9e30cb67d52955cf8ae6,Uncategorized,Summer,Uncategorized,2.0,78.0,95.0
57dd1ebd6a06a9ed0f57a7f629231fd4,ce04eba58525e2b71341,Asia,Summer,Uncategorized,0.0,4.0,4.0
5894c0c6aa282ac99558f51e753083af,dc6347f75b21e2e206e1,Americas,Autumn,Uncategorized,97.0,623.0,2098.0
589ea11ca6cd08e5b941431d134f4d44,addd5c879fd4986c8d37,Americas,Autumn,Uncategorized,808.0,9691.0,54112.0
589ea11ca6cd08e5b941431d134f4d44,addd5c879fd4986c8d37,Americas,Summer,Uncategorized,0.0,0.0,4.0
58eb3c45b4a09af60d90eedab0be1779,6a0e34e238f9005eb26f,Americas,Autumn,Uncategorized,0.0,0.0,33.0
58eb3c45b4a09af60d90eedab0be1779,6a0e34e238f9005eb26f,Americas,Summer,Uncategorized,2355.0,7616.0,65108.0
592e1c9000c15b5a2e5745bfcb0a9639,5ede79ee242050032e97,Americas,Autumn,Uncategorized,3.0,6.0,107.0
592e1c9000c15b5a2e5745bfcb0a9639,5ede79ee242050032e97,Americas,Summer,Uncategorized,2955.0,17561.0,388754.0
59666e570aab442a4e0ebb87ae8632bb,511bedc44106d660f092,Asia,Autumn,Uncategorized,2504.0,39403.0,169694.0
59666e570aab442a4e0ebb87ae8632bb,511bedc44106d660f092,Asia,Hiver,Uncategorized,154.0,1524.0,10378.0
59666e570aab442a4e0ebb87ae8632bb,511bedc44106d660f092,Asia,Summer,Uncategorized,0.0,3.0,3.0
59666e570aab442a4e0ebb87ae8632bb,511bedc44106d660f092,Asia,Winter,Uncategorized,0.0,0.0,7.0
5aabbc2f8ab310a3668ced1edd734d55,b7b81de2629d438c1cef,Europe,Autumn,Energy,483.0,3186.0,83399.0
5b121cd7909193b97de6f00af2aa4f36,3cef2da84fca91be81db,Uncategorized,Spring,Autos,388.0,1316.0,3213.0
5b121cd7909193b97de6f00af2aa4f36,3cef2da84fca91be81db,Uncategorized,Spring,Uncategorized,0.0,21.0,23.0
5b121cd7909193b97de6f00af2aa4f36,3cef2da84fca91be81db,Uncategorized,Summer,Autos,1558.0,4953.0,12991.0
5b121cd7909193b97de6f00af2aa4f36,3cef2da84fca91be81db,Uncategorized,Summer,Uncategorized,0.0,87.0,93.0
5b4cd8fd9891ffa6db329d29f891a60a,f9e28b73ded0203fae96,Asia,Summer,Uncategorized,0.0,1.0,1.0
5b6b571545e07a1b7b7b732652b59ac3,ed79b4689bfa5a8ddb92,Uncategorized,Spring,Uncategorized,0.0,3.0,3.0
5bf71160fa282d68ee59420f310d567a,46599bcbc2392f0ca20d,Uncategorized,Spring,Autos,396.0,1368.0,3254.0
5bf71160fa282d68ee59420f310d567a,46599bcbc2392f0ca20d,Uncategorized,Spring,Uncategorized,0.0,18.0,23.0
5bf71160fa282d68ee59420f310d567a,46599bcbc2392f0ca20d,Uncategorized,Summer,Autos,1637.0,4941.0,13142.0
5bf71160fa282d68ee59420f310d567a,46599bcbc2392f0ca20d,Uncategorized,Summer,Uncategorized,0.0,72.0,93.0
5c18d90fa367bd48713780130d75aaac,c883165c345e71c9ce5d,Asia,Autumn,Uncategorized,1673.0,7173.0,28719.0
5c18d90fa367bd48713780130d75aaac,c883165c345e71c9ce5d,Asia,Hiver,Uncategorized,0.0,0.0,2.0
5c18d90fa367bd48713780130d75aaac,c883165c345e71c9ce5d,Asia,Summer,Uncategorized,0.0,4.0,4.0
5c18d90fa367bd48713780130d75aaac,c883165c345e71c9ce5d,Asia,Winter,Uncategorized,0.0,0.0,1.0
5cecef42a63b46f92deb61cd20a89847,04f2b0256533e217d419,Uncategorized,Spring,Autos,387.0,1420.0,3273.0
5cecef42a63b46f92deb61cd20a89847,04f2b0256533e217d419,Uncategorized,Spring,Uncategorized,0.0,22.0,23.0
5cecef42a63b46f92deb61cd20a89847,04f2b0256533e217d419,Uncategorized,Summer,Autos,1556.0,4938.0,13135.0
5cecef42a63b46f92deb61cd20a89847,04f2b0256533e217d419,Uncategorized,Summer,Uncategorized,0.0,74.0,93.0
5d5b1f1fae63334ba8c48feecfd9a533,341d52dd1c6eaf1c7726,Uncategorized,Summer,Uncategorized,2.0,2.0,5.0
5d5b1f1fae63334ba8c48feecfd9a533,3f63ed7e22772d579af3,Uncategorized,Summer,Arts & Entertainment & Books & Literature,4055.0,17685.0,57232.0
5d5b1f1fae63334ba8c48feecfd9a533,3f63ed7e22772d579af3,Uncategorized,Summer,Uncategorized,0.0,0.0,48.0
5d5b1f1fae63334ba8c48feecfd9a533,5c4e8e2077339ce013d3,Uncategorized,Summer,Arts & Entertainment & Books & Literature,3620.0,14598.0,45467.0
5d5b1f1fae63334ba8c48feecfd9a533,5c4e8e2077339ce013d3,Uncategorized,Summer,Uncategorized,2.0,2.0,12.0
5d8ff2824c72bb06c153abf4ba1d3ef9,4a49e877ecf52b8b41d0,Uncategorized,Spring,Fashion,3082.0,4107.0,49826.0
5d8ff2824c72bb06c153abf4ba1d3ef9,4a49e877ecf52b8b41d0,Uncategorized,Spring,Uncategorized,8.0,11.0,93.0
5d8ff2824c72bb06c153abf4ba1d3ef9,4a49e877ecf52b8b41d0,Uncategorized,Summer,Uncategorized,0.0,0.0,53.0
5d8ff2824c72bb06c153abf4ba1d3ef9,c51af7730b8ebc45eb09,Uncategorized,Spring,Fashion,206.0,592.0,6544.0
5d8ff2824c72bb06c153abf4ba1d3ef9,c51af7730b8ebc45eb09,Uncategorized,Spring,Uncategorized,2.0,2.0,13.0
5d8ff2824c72bb06c153abf4ba1d3ef9,cfc5017ce07c3aa54c59,Uncategorized,Spring,Fashion,3060.0,474.0,8050.0
5d8ff2824c72bb06c153abf4ba1d3ef9,cfc5017ce07c3aa54c59,Uncategorized,Spring,Uncategorized,4.0,0.0,17.0
5e2213a4d37f5c1889fe6a0bbf3cb0fe,81c58cad00e3dd24e868,Europe,Summer,Sports,0.0,3.0,3.0
5e5b8403e64fdc3dc661b5a097c9fae9,bce2d389c9c5ae69c0b4,Europe,Autumn,Fashion,0.0,5467.0,15456.0
5e5b8403e64fdc3dc661b5a097c9fae9,bce2d389c9c5ae69c0b4,Europe,Summer,Fashion,0.0,868.0,2553.0
5f3f5004dc37877e21ab322e74a74e19,f57a3da9b1b612d1919c,Asia,Summer,Uncategorized,0.0,1.0,1.0
5fb716a88b8f31edb688d0e944672f10,57d277c5936b8f6e3838,Europe,Winter,Food & Drinks,87.0,1801.0,5012.0
5fb716a88b8f31edb688d0e944672f10,900364788675e8bcfaea,Europe,Spring,Food & Drinks,0.0,0.0,3.0
5fb716a88b8f31edb688d0e944672f10,900364788675e8bcfaea,Europe,Winter,Food & Drinks,556.0,15056.0,40139.0
5fb716a88b8f31edb688d0e944672f10,e66b1a20de708f654a3b,Europe,Winter,Food & Drinks,450.0,3891.0,10714.0
6021039eb7533c130a99f6d446232bf0,0e644648a36f036e7ac5,Uncategorized,Summer,Uncategorized,11756.0,158477.0,1583723.0
602e71486cb04749387fa4c785dbd074,7fa93007236af2ded26b,Asia,Summer,Uncategorized,0.0,2.0,2.0
60c0790b04ee481e89856622f2734636,90d9b1633ca307b0e497,Europe,Summer,Fashion,0.0,1.0,3.0
60d4fb5285204f40159a79ebc4b4b952,0710b2f5e928f89a5bfc,Americas,Autumn,Uncategorized,62.0,455.0,1478.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Americas,Spring,Uncategorized,1.0,1.0,15.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Americas,Summer,Uncategorized,0.0,11.0,11.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Americas,Winter,Uncategorized,3493.0,34123.0,264066.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Uncategorized,Spring,Autos,0.0,0.0,23.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Uncategorized,Spring,Uncategorized,0.0,57.0,83.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Uncategorized,Summer,Autos,0.0,6.0,6.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Uncategorized,Winter,Autos,4141.0,28410.0,164533.0
60fbc4f4784892c745fe6e279db1a1d1,e27e21d67540486a6eb0,Uncategorized,Winter,Uncategorized,3.0,33.0,82.0
614f876d046df8436baf520ceb4913a7,1a2311fe7e7b6d3cea2c,Asia,Summer,Uncategorized,0.0,3.0,3.0
615115ec939632578ade294581e0b39c,d066295f9df09e208ca0,Americas,Autumn,Uncategorized,4.0,0.0,11.0
615115ec939632578ade294581e0b39c,d066295f9df09e208ca0,Americas,Summer,Uncategorized,4.0,0.0,5.0
615b49f38f6bd760afffdac902b72779,dc2992e4904e9f0fae34,Europe,Autumn,Fashion,0.0,8079.0,27288.0
615b49f38f6bd760afffdac902b72779,dc2992e4904e9f0fae34,Europe,Hiver,Fashion,0.0,3666.0,11968.0
615b49f38f6bd760afffdac902b72779,dc2992e4904e9f0fae34,Europe,Summer,Fashion,0.0,0.0,6.0
615b49f38f6bd760afffdac902b72779,dc2992e4904e9f0fae34,Europe,Winter,Fashion,0.0,0.0,6.0
61cf1f66519ba9156e15f4861f113569,47219b3d999822cad879,Uncategorized,Spring,Food & Drinks,2411.0,16688.0,78217.0
61cf1f66519ba9156e15f4861f113569,47219b3d999822cad879,Uncategorized,Spring,Uncategorized,2.0,2.0,33.0
61cf1f66519ba9156e15f4861f113569,47219b3d999822cad879,Uncategorized,Summer,Food & Drinks,0.0,0.0,7.0
61cf1f66519ba9156e15f4861f113569,47219b3d999822cad879,Uncategorized,Summer,Uncategorized,0.0,0.0,84.0
622395800eccaefaa8c6d039924a36f2,d26a871ec350f2d0ad90,Europe,Autumn,"Beauty, Fitness & Health",0.0,2655.0,13428.0
622395800eccaefaa8c6d039924a36f2,d26a871ec350f2d0ad90,Europe,Hiver,"Beauty, Fitness & Health",0.0,3257.0,17353.0
622395800eccaefaa8c6d039924a36f2,d26a871ec350f2d0ad90,Europe,Summer,"Beauty, Fitness & Health",0.0,0.0,6.0
622395800eccaefaa8c6d039924a36f2,d26a871ec350f2d0ad90,Europe,Winter,"Beauty, Fitness & Health",0.0,954.0,4918.0
6239bb6fa1728095828862d29cec29cb,ed2ecc675a66e95f1831,Uncategorized,Spring,Uncategorized,0.0,54.0,83.0
6239bb6fa1728095828862d29cec29cb,ed2ecc675a66e95f1831,Uncategorized,Winter,Uncategorized,6.0,16.0,20.0
62b77ea4054dbae7f4fd88d64e271481,1bd05c102a7441d0fcf8,Africa,Autumn,Uncategorized,239.0,773.0,2791.0
62f7daa0eef099a4831d711cea0bc2b3,1d4cd56075d29f248833,Uncategorized,Spring,Food & Drinks,8257.0,21874.0,115788.0
62f7daa0eef099a4831d711cea0bc2b3,1d4cd56075d29f248833,Uncategorized,Spring,Uncategorized,20.0,9.0,56.0
62f7daa0eef099a4831d711cea0bc2b3,1d4cd56075d29f248833,Uncategorized,Summer,Food & Drinks,0.0,0.0,8.0
62f7daa0eef099a4831d711cea0bc2b3,1d4cd56075d29f248833,Uncategorized,Summer,Uncategorized,9.0,0.0,77.0
63a6c15c3931687f0b1048bd785d82f2,eb6ce216e4f856f6483e,Uncategorized,Spring,Autos,345.0,1111.0,2560.0
63a6c15c3931687f0b1048bd785d82f2,eb6ce216e4f856f6483e,Uncategorized,Spring,Uncategorized,0.0,19.0,22.0
63a6c15c3931687f0b1048bd785d82f2,eb6ce216e4f856f6483e,Uncategorized,Summer,Autos,424.0,1460.0,4440.0
63a6c15c3931687f0b1048bd785d82f2,eb6ce216e4f856f6483e,Uncategorized,Summer,Uncategorized,0.0,87.0,93.0
642f616dec9a04ec6de5a6d0f49ca239,a3652efb0b91b1501e88,Americas,Summer,Uncategorized,6.0,2.0,6.0
646a1e4f1e346ae490f7e56b71bf48b7,443638c3e8ce5f4d9bfe,Africa,Autumn,Uncategorized,1644.0,16610.0,45127.0
646a1e4f1e346ae490f7e56b71bf48b7,443638c3e8ce5f4d9bfe,Africa,Hiver,Uncategorized,278.0,3462.0,9406.0
646a1e4f1e346ae490f7e56b71bf48b7,443638c3e8ce5f4d9bfe,Africa,Summer,Uncategorized,0.0,5.0,5.0
646a1e4f1e346ae490f7e56b71bf48b7,443638c3e8ce5f4d9bfe,Africa,Winter,Uncategorized,0.0,0.0,2.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Americas,Autumn,Sports,152966.0,192746.0,1638052.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Americas,Spring,Sports,0.0,0.0,17.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Americas,Summer,Sports,1938.0,1717.0,18734.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Americas,Winter,Sports,0.0,0.0,17.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Autumn,Sports,22388.0,25584.0,217383.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Autumn,Uncategorized,47.0,0.0,244.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Hiver,Uncategorized,3.0,0.0,22.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Spring,Sports,0.0,0.0,4.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Spring,Uncategorized,0.0,0.0,1.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Summer,Sports,7.0,0.0,13.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Summer,Uncategorized,1.0,0.0,1.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Winter,Sports,0.0,0.0,8.0
64d1455e13ac5ed115d1c01e43e7d57d,f30de959ee13e6c78d1d,Uncategorized,Winter,Uncategorized,22.0,0.0,48.0
65299151bf4cbd1825d28e4a43d113ac,e00e7aafbfffa8dd8ee2,Uncategorized,Spring,Law & Government,13603.0,42809.0,185254.0
65299151bf4cbd1825d28e4a43d113ac,e00e7aafbfffa8dd8ee2,Uncategorized,Spring,Uncategorized,2.0,11.0,26.0
65299151bf4cbd1825d28e4a43d113ac,e00e7aafbfffa8dd8ee2,Uncategorized,Summer,Law & Government,29952.0,90771.0,478498.0
65299151bf4cbd1825d28e4a43d113ac,e00e7aafbfffa8dd8ee2,Uncategorized,Summer,Uncategorized,1.0,46.0,94.0
6535c23bf545ee6a9978379eb6ea3a9d,3d2e3b2c1e7de00da100,Uncategorized,Spring,Autos,1917.0,5741.0,26552.0
6535c23bf545ee6a9978379eb6ea3a9d,3d2e3b2c1e7de00da100,Uncategorized,Spring,Uncategorized,0.0,20.0,23.0
6535c23bf545ee6a9978379eb6ea3a9d,3d2e3b2c1e7de00da100,Uncategorized,Summer,Autos,11454.0,29513.0,200573.0
6535c23bf545ee6a9978379eb6ea3a9d,3d2e3b2c1e7de00da100,Uncategorized,Summer,Uncategorized,0.0,88.0,93.0
654e6cb09b3d70ef936023790e9bef4f,ca4004e0690aa0175e89,Europe,Summer,"Beauty, Fitness & Health",0.0,2.0,2.0
6550c50c4e6be421745c9e0ab12637ce,8ce9b881ac45be3af84f,Americas,Autumn,Uncategorized,33.0,297.0,5285.0
66070b247edc1b99f00fcc94863f7890,b1b1bdf748e24414c728,Uncategorized,Summer,Shopping,8.0,330.0,4870.0
66070b247edc1b99f00fcc94863f7890,b1b1bdf748e24414c728,Uncategorized,Summer,Uncategorized,0.0,6.0,15.0
66070b247edc1b99f00fcc94863f7890,d7ead87c190e96724c53,Uncategorized,Summer,Uncategorized,2.0,3.0,6.0
66070b247edc1b99f00fcc94863f7890,e74d66dfa5d5c1be9bf6,Uncategorized,Summer,Shopping,121.0,1294.0,10660.0
66070b247edc1b99f00fcc94863f7890,e74d66dfa5d5c1be9bf6,Uncategorized,Summer,Uncategorized,0.0,4.0,9.0
66165b6512da900136b2a162b1664026,99cb6842647344c2563f,Europe,Spring,Fashion,0.0,0.0,3.0
66165b6512da900136b2a162b1664026,99cb6842647344c2563f,Europe,Summer,Fashion,0.0,0.0,3.0
66165b6512da900136b2a162b1664026,99cb6842647344c2563f,Europe,Winter,Fashion,9763.0,123670.0,521358.0
66165b6512da900136b2a162b1664026,c534672f70576c178f29,Europe,Winter,Fashion,50.0,6623.0,24087.0
6623ead083d2ea621be0390796a697b2,58f3566ce2da13f63b83,Asia,Autumn,Uncategorized,3748.0,16448.0,220735.0
6623ead083d2ea621be0390796a697b2,58f3566ce2da13f63b83,Asia,Hiver,Uncategorized,0.0,0.0,2.0
6623ead083d2ea621be0390796a697b2,58f3566ce2da13f63b83,Asia,Summer,Uncategorized,0.0,0.0,3.0
66915e40b5513a5772b5a8b3a6d5dfd9,b635474125183d189ed6,Uncategorized,Summer,Business & Finance,2827.0,11329.0,43414.0
66915e40b5513a5772b5a8b3a6d5dfd9,b635474125183d189ed6,Uncategorized,Summer,Uncategorized,2.0,45.0,54.0
672618e543a79c1520b31d4c883d7111,284d3d67e3b6bdb68c32,Americas,Autumn,Uncategorized,3515.0,12177.0,111994.0
672618e543a79c1520b31d4c883d7111,284d3d67e3b6bdb68c32,Americas,Summer,Uncategorized,215.0,661.0,9003.0
673bcbf93e3e57991d9f20068edc3ea8,dbdabd90b82a29ece4fe,Uncategorized,Spring,Autos,379.0,1287.0,3192.0
673bcbf93e3e57991d9f20068edc3ea8,dbdabd90b82a29ece4fe,Uncategorized,Spring,Uncategorized,0.0,20.0,22.0
673bcbf93e3e57991d9f20068edc3ea8,dbdabd90b82a29ece4fe,Uncategorized,Summer,Autos,1559.0,4981.0,13199.0
673bcbf93e3e57991d9f20068edc3ea8,dbdabd90b82a29ece4fe,Uncategorized,Summer,Uncategorized,0.0,76.0,93.0
674e9709000b34f25dbbcc8293b6d4ff,f0c4dbc719cf25a6e9b9,Europe,Summer,"Beauty, Fitness & Health",0.0,1.0,3.0
67aaef57b2a7b6a08ee46345970f78cb,b113d804166be5c61b81,Uncategorized,Summer,Autos,301.0,1067.0,3360.0
67aaef57b2a7b6a08ee46345970f78cb,b113d804166be5c61b81,Uncategorized,Summer,Uncategorized,0.0,12.0,22.0
67b25281f1687fb1fae2e4d17307fe20,05dce3df40cf2f4f98ea,Africa,Autumn,Uncategorized,4084.0,11775.0,401407.0
67b25281f1687fb1fae2e4d17307fe20,05dce3df40cf2f4f98ea,Africa,Hiver,Uncategorized,0.0,0.0,3.0
688481364321a9dd1985e9f60f47355d,53123778ee6a961faf6f,Europe,Autumn,Shopping,8344.0,8357.0,74579.0
688481364321a9dd1985e9f60f47355d,53123778ee6a961faf6f,Europe,Summer,Shopping,122.0,145.0,1466.0
689ca44949d56b67b06b6a42b430e241,74bb377c3f028694b77e,Europe,Autumn,Travel,2211.0,30372.0,114350.0
689ca44949d56b67b06b6a42b430e241,74bb377c3f028694b77e,Europe,Hiver,Travel,0.0,0.0,1.0
689ca44949d56b67b06b6a42b430e241,74bb377c3f028694b77e,Europe,Summer,Travel,27.0,426.0,1764.0
69346d5ca2620c4a7ac3f116bf0eac22,5bc1b213af19c29a24c0,Uncategorized,Spring,Uncategorized,1.0,1.0,6.0
69d8e91920e4429790c11a95bfe9a854,86a6b4b20f9212de8c04,Americas,Autumn,Uncategorized,0.0,0.0,1.0
6abcd11a7ce2a939b37de6d1b6e319ef,5ab07034e7f86cb078fb,Europe,Autumn,"Beauty, Fitness & Health",48.0,367.0,2756.0
6ac1d721db1273c78970e8a085c74160,cb5b66cc2f85437b31a0,Europe,Autumn,"Beauty, Fitness & Health",7649.0,24123.0,69417.0
6ac1d721db1273c78970e8a085c74160,cb5b66cc2f85437b31a0,Europe,Hiver,"Beauty, Fitness & Health",0.0,0.0,4.0
6ac1d721db1273c78970e8a085c74160,cb5b66cc2f85437b31a0,Europe,Summer,"Beauty, Fitness & Health",0.0,0.0,2.0
6ac8fc7904c6ab1af8020e4ffebd50d2,043164fefe9d0546606c,Uncategorized,Summer,Uncategorized,18.0,19.0,33.0
6ac8fc7904c6ab1af8020e4ffebd50d2,6a7e00484ad2bef7556c,Uncategorized,Summer,Uncategorized,6.0,6.0,9.0
6aea4be1140258d9f19bff9df1733847,8d6671cf7902b917d18c,Asia,Autumn,Uncategorized,455.0,4315.0,48434.0
6b00928c6a9382b0027ab35b4ff83ade,299504cf1c03eb028136,Europe,Spring,Fashion,15.0,261.0,21193.0
6b00928c6a9382b0027ab35b4ff83ade,299504cf1c03eb028136,Europe,Summer,Fashion,0.0,0.0,3.0
6b00928c6a9382b0027ab35b4ff83ade,299504cf1c03eb028136,Europe,Winter,Fashion,6.0,161.0,15249.0
6b308440dada53575572cb081d3f3acc,b2be0d185d3103e418c6,Americas,Autumn,Uncategorized,246.0,5489.0,42924.0
6b308440dada53575572cb081d3f3acc,b2be0d185d3103e418c6,Americas,Hiver,Uncategorized,0.0,0.0,1.0
6b8fe34e886cb3bc950222ada9716537,b4d32f99c66e416fae16,Europe,Spring,Food & Drinks,0.0,0.0,12.0
6b8fe34e886cb3bc950222ada9716537,b4d32f99c66e416fae16,Europe,Summer,Food & Drinks,0.0,0.0,7.0
6b8fe34e886cb3bc950222ada9716537,b4d32f99c66e416fae16,Europe,Winter,Food & Drinks,1698.0,5339.0,131753.0
6be3b556b54e7248e7be1fe326f91908,46b205d1a35d5af577d1,Uncategorized,Spring,Autos,398.0,1358.0,3239.0
6be3b556b54e7248e7be1fe326f91908,46b205d1a35d5af577d1,Uncategorized,Spring,Uncategorized,0.0,21.0,23.0
6be3b556b54e7248e7be1fe326f91908,46b205d1a35d5af577d1,Uncategorized,Summer,Autos,1508.0,4999.0,13125.0
6be3b556b54e7248e7be1fe326f91908,46b205d1a35d5af577d1,Uncategorized,Summer,Uncategorized,0.0,76.0,93.0
6befe54086758294b47addf0c12052a7,290d95f58f5b8c42fb6c,Uncategorized,Summer,Business & Finance,19977.0,22859.0,83228.0
6befe54086758294b47addf0c12052a7,290d95f58f5b8c42fb6c,Uncategorized,Summer,Uncategorized,65.0,65.0,130.0
